"","gender","race","education","state","age","employment","trump"
"406","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"407","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"408","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"409","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",1
"410","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"411","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"412","Female","White","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"413","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"414","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"415","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"416","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"417","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"418","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"419","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"420","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"421","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"422","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"423","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"424","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"425","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"426","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"427","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"428","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"429","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",1
"430","Female","White","Undergraduates or similar degree","CA","Age_30-44","employed",0
"431","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"432","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"433","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"434","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"435","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"436","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"437","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"438","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"439","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"440","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"441","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"442","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"443","Female","White","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"444","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"445","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"446","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"447","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"448","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"449","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"450","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"451","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"452","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",1
"453","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"454","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"455","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"456","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"457","Female","White","Undergraduates or similar degree","CA","Age_45-59","employed",0
"458","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"459","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"460","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"461","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"462","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"463","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"464","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"465","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"466","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"467","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"468","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"469","Female","White","Undergraduates or similar degree","CA","Age_45-59","unemployed",0
"470","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"471","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"472","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"473","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",1
"474","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"475","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"476","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",0
"477","Female","White","Undergraduates or similar degree","CA","Age_60-74","employed",1
"478","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"479","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"480","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"481","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"482","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"483","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"484","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"485","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"486","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"487","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"488","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"489","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"490","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"491","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"492","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"493","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"494","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"495","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"496","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"497","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"498","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"499","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"500","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"501","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"502","Female","White","Undergraduates or similar degree","CA","Age_60-74","unemployed",1
"503","Female","White","Undergraduates or similar degree","CA","Age_75+","unemployed",0
"504","Female","White","Undergraduates or similar degree","CA","Age_75+","unemployed",0
"505","Female","White",NA,"CA","Age_18-29","employed",0
"506","Female","White",NA,"CA","Age_18-29","unemployed",0
"507","Female","White",NA,"CA","Age_30-44","unemployed",0
"508","Female","White",NA,"CA","Age_30-44","unemployed",0
"509","Female","White",NA,"CA","Age_45-59","employed",1
"510","Female","White",NA,"CA","Age_45-59","employed",0
"511","Female","White",NA,"CA","Age_45-59","employed",0
"512","Female","White",NA,"CA","Age_45-59","unemployed",1
"513","Female","White",NA,"CA","Age_45-59","unemployed",1
"514","Female","White",NA,"CA","Age_45-59","unemployed",1
"515","Female",NA,"Highschool","CA","Age_45-59","unemployed",0
"516","Male","Asian","Graduates or higher degree","CA","Age_45-59","employed",1
"517","Male","Asian","Highschool","CA","Age_30-44","employed",0
"518","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","employed",1
"519","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","employed",0
"520","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","employed",0
"521","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","employed",1
"522","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"523","Male","Asian","Undergraduates or similar degree","CA","Age_18-29","unemployed",0
"524","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",0
"525","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",0
"526","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",0
"527","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",1
"528","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",1
"529","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","employed",0
"530","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"531","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","unemployed",0
"532","Male","Asian","Undergraduates or similar degree","CA","Age_30-44","unemployed",1
"533","Male","Asian","Undergraduates or similar degree","CA","Age_45-59","employed",0
"534","Male","Asian","Undergraduates or similar degree","CA","Age_45-59","employed",0
"535","Male","Asian","Undergraduates or similar degree","CA","Age_45-59","employed",0
"536","Male","Asian","Undergraduates or similar degree","CA","Age_45-59","unemployed",1
"537","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","employed",0
"538","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","employed",0
"539","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","employed",1
"540","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","employed",0
"541","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","employed",1
"542","Male","Asian","Undergraduates or similar degree","CA","Age_60-74","unemployed",0
"543","Male","Asian","Undergraduates or similar degree","CA","Age_75+","employed",1
"544","Male","Asian",NA,"CA","Age_18-29","unemployed",0
